Date of Lead Publication,Imported By,Date Imported,Verification Status,Lead Id,Lead Title,Lead URL,Authoring Organizations Type,Author,Source,Lead Priority,Assignee,Entry Id,Lead-Entry Id,Modified Excerpt,Original Excerpt,Context - Dimension,Context - Subdimension,Population,Vulnerable groups - Level 0,Factors - Dimension,Factors - Subdimension,Malawi Polygons,Country,Country (code),District,District (code),Town,Town (code),Date,Reliability,Health Services - Dimension,Health Services - Subdimension,Outbreak - Dimension,Outbreak - Subdimension,Health and social consequences,Interventions to control the outbreak,Spread of the outbreak,Health workforce,Socio-economic status
02-08-2016,Delphyne de Peretti,26-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571910,79125-571910,Eight of South Africa’s nine provinces have been declared drought disasters.,Eight of South Africa’s nine provinces have been declared drought disasters.,Factors,Geographic and infrastructure,,,,,,,,,,,,,Medium,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,
02-08-2016,Delphyne de Peretti,25-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571374,79125-571374,"The U.S. Agency for International Development (USAID) has contributed far more than any other donor, committing $300 million in the region to date, including over $100 million for Malawi alone.","The U.S. Agency for International Development (USAID) has contributed far more than any other donor, committing $300 million in the region to date, including over $100 million for Malawi alone.",Factors,Social organisation and administrative structure,,,,,,,,,,,,30-04-2016,Very high,,,Epidemiology,Ecology/environment,Decrease,Enable,Neutral,,Low-income individual/poverty
02-08-2016,Delphyne de Peretti,25-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571374,79125-571374,"The U.S. Agency for International Development (USAID) has contributed far more than any other donor, committing $300 million in the region to date, including over $100 million for Malawi alone.","The U.S. Agency for International Development (USAID) has contributed far more than any other donor, committing $300 million in the region to date, including over $100 million for Malawi alone.",Factors,Livelihoods and economic relations,,,,,,,,,,,,30-04-2016,Very high,,,Epidemiology,Ecology/environment,Decrease,Enable,Neutral,,Low-income individual/poverty
02-08-2016,Delphyne de Peretti,25-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571372,79125-571372,"As a result of the worst drought in 35 years, southern Africa is grappling with a cereals deficit of between 6 and 10 million metric tons, and over 40 million people, 23 percent of the region’s rural population, face severe food insecurity.","As a result of the worst drought in 35 years, southern Africa is grappling with a cereals deficit of between 6 and 10 million metric tons, and over 40 million people, 23 percent of the region’s rural population, face severe food insecurity.",Factors,Geographic and infrastructure,Rural,,,,,,,,,,,31-07-2016,Very high,,,Epidemiology,Ecology/environment,Increase,Neutral,Neutral,,Low-income individual/poverty
02-08-2016,Delphyne de Peretti,25-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571372,79125-571372,"As a result of the worst drought in 35 years, southern Africa is grappling with a cereals deficit of between 6 and 10 million metric tons, and over 40 million people, 23 percent of the region’s rural population, face severe food insecurity.","As a result of the worst drought in 35 years, southern Africa is grappling with a cereals deficit of between 6 and 10 million metric tons, and over 40 million people, 23 percent of the region’s rural population, face severe food insecurity.",Factors,Livelihoods and economic relations,Rural,,,,,,,,,,,31-07-2016,Very high,,,Epidemiology,Ecology/environment,Increase,Neutral,Neutral,,Low-income individual/poverty
02-08-2016,Delphyne de Peretti,25-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571372,79125-571372,"As a result of the worst drought in 35 years, southern Africa is grappling with a cereals deficit of between 6 and 10 million metric tons, and over 40 million people, 23 percent of the region’s rural population, face severe food insecurity.","As a result of the worst drought in 35 years, southern Africa is grappling with a cereals deficit of between 6 and 10 million metric tons, and over 40 million people, 23 percent of the region’s rural population, face severe food insecurity.",Factors,Social vulnerabilities,Rural,,,,,,,,,,,31-07-2016,Very high,,,Epidemiology,Ecology/environment,Increase,Neutral,Neutral,,Low-income individual/poverty
02-08-2016,Delphyne de Peretti,25-04-2022,Uncontrolled,79125,Drought-Ravaged Malawi Faces Largest Humanitarian Emergency in its History,https://www.csis.org/analysis/drought-ravaged-malawi-faces-largest-humanitarian-emergency-its-history,,,Center for Strategic and International Studies,Low,Delphyne de Peretti,571371,79125-571371,"With 6.5 million people in need of humanitarian aid, this year’s El Nino–induced drought constitutes the largest humanitarian emergency that Malawi has ever confronted.","With 6.5 million people in need of humanitarian aid, this year’s El Nino–induced drought constitutes the largest humanitarian emergency that Malawi has ever confronted.",Factors,Social vulnerabilities,Rural,,,,,,,,,,,26-08-2016,Very high,,,Epidemiology,Ecology/environment,Neutral,Neutral,Neutral,,Low-income individual/poverty
22-06-2020,Delphyne de Peretti,21-04-2022,Uncontrolled,78703,A strategic approach to social accountability: Bwalo forums within the reproductive maternal and child health accountability ecosystem in Malawi,https://bmchealthservres.biomedcentral.com/articles/10.1186/s12913-020-05394-0,,,BMC Health Services Research,Low,Delphyne de Peretti,568988,78703-568988,"As a response to the report’s recommendations, a plan was devised for YONECO Radio Listening Clubs to participate in the bwalo forums and use the resulting information for their programming, and for MHEN to provide a district-level analysis of health budgets in order to share information and increase transparency on health financing. It was thought that the collaborative work of all three CSOs at the district level could be an important link to establish connections across the multiple levels of influence. MHEN and YONECO were initially reluctant to meaningfully engage with bwalo forums, viewing these as being outside their scope of work. In order to garner the commitment and full participation of all three CSOs in the bwalo forums, UNICEF re-positioned the activity as a collaborative effort central to the project, and made the roles and responsibilities of each CSO explicit.",,Context components,Engaging civil society and local organisations,,,,,,,,,,,,,,,,,,,,,,
22-06-2020,Delphyne de Peretti,21-04-2022,Uncontrolled,78703,A strategic approach to social accountability: Bwalo forums within the reproductive maternal and child health accountability ecosystem in Malawi,https://bmchealthservres.biomedcentral.com/articles/10.1186/s12913-020-05394-0,,,BMC Health Services Research,Low,Delphyne de Peretti,568987,78703-568987,PACHI is a trusted and well-connected organisation in the districts in whichbwaloswere created.,PACHI is a trusted and well-connected organisation in the districts in whichbwaloswere created.,Context components,Engaging civil society and local organisations,,,Interventions to control the spread of the outbreak,Enable,,,,,,,,,,,,,,,,,,
31-12-2018,Delphyne de Peretti,21-04-2022,Uncontrolled,78711,Social Accountability for Every Woman Every Child,https://prod-api.thedeep.io/private-file/37f74df0-4662-444c-8707-fb8cc61af8f6/Social%20Accountability%20-%20Malawi_Johnson.pdf,,,Anthrologica,Low,Delphyne de Peretti,568985,78711-568985,"Parent and Child Health Initiative (PACHI) PACHI was initially established by University College London (UCL) as their local Malawi partner to assist with research activities. Since incorporation in 2009, PACHI has functioned as an autonomous organisation, although UCL continues to provide capacity-building support.","Parent and Child Health Initiative (PACHI) PACHI was initially established by University College London (UCL) as their local Malawi partner to assist with research activities. Since incorporation in 2009, PACHI has functioned as an autonomous organisation, although UCL continues to provide capacity-building support.",Context components,Engaging civil society and local organisations,,,,,,,,,,,,,,,,,,,,,,
31-12-2018,Delphyne de Peretti,21-04-2022,Uncontrolled,78711,Social Accountability for Every Woman Every Child,https://prod-api.thedeep.io/private-file/37f74df0-4662-444c-8707-fb8cc61af8f6/Social%20Accountability%20-%20Malawi_Johnson.pdf,,,Anthrologica,Low,Delphyne de Peretti,568984,78711-568984,"The bwalo 

forums served as an effective mechanism for citizens to voice their issues of concern, receive information on district and national-level social accountability efforts, and engage with feedback provided by their health service providers and local politicians.","The bwalo 

forums served as an effective mechanism for citizens to voice their issues of concern, receive information on district and national-level social accountability efforts, and engage with feedback provided by their health service providers and local politicians.",Context components,Engaging civil society and local organisations,,,,,,,,,,,,,,,,,,,,,,
31-12-2018,Delphyne de Peretti,21-04-2022,Uncontrolled,78711,Social Accountability for Every Woman Every Child,https://prod-api.thedeep.io/private-file/37f74df0-4662-444c-8707-fb8cc61af8f6/Social%20Accountability%20-%20Malawi_Johnson.pdf,,,Anthrologica,Low,Delphyne de Peretti,568984,78711-568984,"The bwalo 

forums served as an effective mechanism for citizens to voice their issues of concern, receive information on district and national-level social accountability efforts, and engage with feedback provided by their health service providers and local politicians.","The bwalo 

forums served as an effective mechanism for citizens to voice their issues of concern, receive information on district and national-level social accountability efforts, and engage with feedback provided by their health service providers and local politicians.",Context components,Social vulnerabilities,,,,,,,,,,,,,,,,,,,,,,
